Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,home_Season,home_is_home,home_GoalsFor,home_GoalsAgainst,home_Shots,home_ShotsOT,home_Cards,home_GoalsFor_rolling_mean,home_GoalsFor_rolling_sum,home_GoalsAgainst_rolling_mean,home_GoalsAgainst_rolling_sum,home_Shots_rolling_mean,home_Shots_rolling_sum,home_ShotsOT_rolling_mean,home_ShotsOT_rolling_sum,home_Cards_rolling_mean,home_Cards_rolling_sum,home_Points_rolling_mean,home_Points_rolling_sum,home_PrevSeasonPoints,away_Season,away_is_home,away_GoalsFor,away_GoalsAgainst,away_Shots,away_ShotsOT,away_Cards,away_GoalsFor_rolling_mean,away_GoalsFor_rolling_sum,away_GoalsAgainst_rolling_mean,away_GoalsAgainst_rolling_sum,away_Shots_rolling_mean,away_Shots_rolling_sum,away_ShotsOT_rolling_mean,away_ShotsOT_rolling_sum,away_Cards_rolling_mean,away_Cards_rolling_sum,away_Points_rolling_mean,away_Points_rolling_sum,away_PrevSeasonPoints,h2h_points_home,h2h_points_away,home_value,away_value,home_goal_diff_rolling_mean,home_goal_diff_rolling_sum,away_goal_diff_rolling_mean,away_goal_diff_rolling_sum,home_points_sum,away_points_sum,home_points_rolling_mean,away_points_rolling_mean,home_points_sum_5,away_points_sum_5,home_points_mean_5,away_points_mean_5
E0,2021-04-11,14:05,West Ham,Leicester City,3,2,H,2,0,H,M Dean,4,15,4,5,7,13,1,9,3,3,0,0,2020,2020,1,3,2,4,4,3,1.8,9.0,1.6,8.0,11.2,56.0,3.8,19.0,1.8,9.0,1.4,7.0,39.0,2020,0,2,3,15,5,3,1.8,9.0,1.4,7.0,11.0,55.0,4.6,23.0,1.4,7.0,1.4,7.0,62.0,3,6,295.15,420.3,0.1999999999999999,1.0,0.4000000000000001,2.0,52.0,56.0,1.7333333333333334,1.8666666666666667,7.0,7.0,1.4,1.4
E0,2021-04-11,16:30,Tottenham,Man United,1,3,A,1,0,H,C Kavanagh,12,12,3,7,11,15,7,5,1,5,0,0,2020,2020,1,1,3,12,3,1,2.0,10.0,1.0,5.0,9.4,47.0,3.6,18.0,2.2,11.0,2.0,10.0,59.0,2020,0,3,1,12,7,5,1.0,5.0,0.2,1.0,12.0,60.0,4.4,22.0,2.2,11.0,2.2,11.0,66.0,4,4,721.55,758.1,1.0,5.0,0.8,4.0,49.0,60.0,1.6333333333333333,2.0,10.0,11.0,2.0,2.2
E0,2021-04-11,19:00,Sheffield United,Arsenal,0,3,A,0,1,A,P Bankes,7,14,2,5,9,6,2,4,1,1,0,0,2020,2020,1,0,3,7,2,1,0.4,2.0,2.2,11.0,7.0,35.0,1.4,7.0,2.2,11.0,0.6,3.0,54.0,2020,0,3,0,14,5,1,1.8,9.0,1.8,9.0,11.8,59.0,3.8,19.0,1.0,5.0,1.6,8.0,56.0,4,4,137.95,599.35,-1.8000000000000005,-9.0,0.0,0.0,14.0,42.0,0.4666666666666667,1.4,3.0,8.0,0.6,1.6
E0,2021-04-12,18:00,West Brom,Southampton,3,0,H,2,0,H,S Hooper,15,14,6,4,12,11,5,10,0,1,0,0,2020,2020,1,3,0,15,6,0,1.2,6.0,0.8,4.0,11.2,56.0,3.2,16.0,1.0,5.0,1.4,7.0,,2020,0,0,3,14,4,1,1.6,8.0,2.0,10.0,13.6,68.0,5.0,25.0,1.0,5.0,1.2,6.0,52.0,0,3,69.0,211.2,0.3999999999999999,2.0,-0.3999999999999999,-2.0,21.0,36.0,0.7,1.2,7.0,6.0,1.4,1.2
E0,2021-04-12,20:15,Brighton,Everton,0,0,D,0,0,D,D England,23,8,3,1,12,7,10,3,1,2,0,0,2020,2020,1,0,0,23,3,1,1.4,7.0,1.2,6.0,9.2,46.0,4.6,23.0,0.4,2.0,1.2,6.0,41.0,2020,0,0,0,8,1,2,0.8,4.0,1.0,5.0,10.8,54.0,3.2,16.0,1.2,6.0,1.4,7.0,49.0,3,6,209.05,411.05,0.1999999999999999,1.0,-0.1999999999999999,-1.0,32.0,47.0,1.0666666666666669,1.6206896551724137,6.0,7.0,1.2,1.4
E0,2021-04-16,20:00,Everton,Tottenham,2,2,D,1,1,D,M Oliver,18,12,7,3,8,8,6,3,1,1,0,0,2020,2020,1,2,2,18,7,1,0.6,3.0,1.0,5.0,11.0,55.0,3.2,16.0,1.6,8.0,1.0,5.0,49.0,2020,0,2,2,12,3,1,2.0,10.0,1.6,8.0,10.0,50.0,3.8,19.0,2.2,11.0,1.4,7.0,59.0,4,4,411.05,721.55,-0.4,-2.0,0.3999999999999999,2.0,48.0,49.0,1.6,1.5806451612903225,5.0,7.0,1.0,1.4
E0,2021-04-17,12:30,Newcastle,West Ham,3,2,H,2,0,H,K Friend,16,16,8,6,9,7,3,8,2,0,0,1,2020,2020,1,3,2,16,8,2,1.0,5.0,1.4,7.0,11.2,56.0,4.0,20.0,1.2,6.0,1.2,6.0,44.0,2020,0,2,3,16,6,2,2.2,11.0,1.6,8.0,10.2,51.0,4.0,20.0,2.2,11.0,2.0,10.0,39.0,7,1,228.45,295.15,-0.3999999999999999,-2.0,0.6000000000000001,3.0,32.0,55.0,1.032258064516129,1.7741935483870968,6.0,10.0,1.2,2.0
E0,2021-04-17,20:15,Wolves,Sheffield United,1,0,H,0,0,D,R Jones,10,8,5,2,8,15,3,3,1,2,0,0,2020,2020,1,1,0,10,5,1,0.8,4.0,1.6,8.0,10.6,53.0,3.2,16.0,0.8,4.0,0.8,4.0,59.0,2020,0,0,1,8,2,2,0.4,2.0,2.4,12.0,6.8,34.0,1.4,7.0,2.4,12.0,0.6,3.0,54.0,4,4,318.8,137.95,-0.8,-4.0,-2.0,-10.0,38.0,14.0,1.2258064516129032,0.4516129032258064,4.0,3.0,0.8,0.6
E0,2021-04-18,13:30,Arsenal,Fullham,1,1,D,0,0,D,C Pawson,18,3,5,1,9,11,11,1,0,3,0,0,2020,2020,1,1,1,18,5,0,1.8,9.0,1.6,8.0,12.2,61.0,4.0,20.0,1.0,5.0,1.6,8.0,56.0,2020,0,1,1,3,1,3,0.6,3.0,1.8,9.0,11.0,55.0,3.8,19.0,1.4,7.0,0.6,3.0,,3,0,599.35,,0.1999999999999999,1.0,-1.2000000000000002,-6.0,45.0,26.0,1.4516129032258065,0.8125,8.0,3.0,1.6,0.6
E0,2021-04-18,16:00,Man United,Burnley,3,1,H,0,0,D,J Moss,17,10,9,3,9,12,8,3,1,2,0,0,2020,2020,1,3,1,17,9,1,1.6,8.0,0.4,2.0,12.2,61.0,5.0,25.0,2.8,14.0,2.6,13.0,66.0,2020,0,1,3,10,3,2,1.4,7.0,1.6,8.0,13.2,66.0,5.2,26.0,1.2,6.0,1.0,5.0,54.0,6,3,758.1,154.78,1.2000000000000002,6.0,-0.2000000000000001,-1.0,63.0,33.0,2.032258064516129,1.064516129032258,13.0,5.0,2.6,1.0
E0,2021-04-19,20:00,Leeds United,Liverpool,1,1,D,0,1,A,A Taylor,12,17,5,7,17,15,10,8,2,1,0,0,2020,2020,1,1,1,12,5,2,1.2,6.0,1.0,5.0,12.4,62.0,4.0,20.0,2.0,10.0,2.0,10.0,,2020,0,1,1,17,7,1,1.2,6.0,0.6,3.0,14.8,74.0,5.0,25.0,1.2,6.0,1.8,9.0,99.0,0,3,128.05,1030.0,0.1999999999999999,1.0,0.6,3.0,45.0,52.0,1.4516129032258065,1.6774193548387095,10.0,9.0,2.0,1.8
E0,2021-04-20,20:00,Chelsea,Brighton,0,0,D,0,0,D,S Attwell,7,11,4,2,8,9,0,3,2,0,0,1,2020,2020,1,0,0,7,4,2,1.8,9.0,1.2,6.0,17.2,86.0,8.0,40.0,0.6,3.0,2.0,10.0,66.0,2020,0,0,0,11,2,2,1.4,7.0,1.0,5.0,10.8,54.0,4.0,20.0,0.6,3.0,1.4,7.0,41.0,7,1,880.1,209.05,0.6000000000000001,3.0,0.3999999999999999,2.0,54.0,33.0,1.7419354838709675,1.064516129032258,10.0,7.0,2.0,1.4
E0,2021-04-21,18:00,Tottenham,Southampton,2,1,H,0,1,A,D Coote,12,10,3,5,10,14,5,5,2,1,0,0,2020,2020,1,2,1,12,3,2,1.6,8.0,1.8,9.0,10.0,50.0,3.4,17.0,2.0,10.0,1.0,5.0,59.0,2020,0,1,2,10,5,1,1.6,8.0,2.4,12.0,14.6,73.0,5.6,28.0,0.8,4.0,1.2,6.0,52.0,6,3,721.55,211.2,-0.1999999999999999,-1.0,-0.7999999999999998,-4.0,50.0,36.0,1.5625,1.1612903225806452,5.0,6.0,1.0,1.2
E0,2021-04-21,20:15,Aston Villa,Man City,1,2,A,1,2,A,P Bankes,8,13,3,3,12,7,1,11,0,1,1,1,2020,2020,1,1,2,8,3,2,1.0,5.0,1.2,6.0,11.0,55.0,3.4,17.0,2.4,12.0,1.0,5.0,35.0,2020,0,2,1,13,3,3,2.2,11.0,1.2,6.0,17.6,88.0,6.8,34.0,1.4,7.0,1.8,9.0,81.0,0,9,232.7,1060.0,-0.1999999999999999,-1.0,1.0000000000000002,5.0,44.0,74.0,1.4666666666666666,2.3125,5.0,9.0,1.0,1.8
E0,2021-04-22,20:00,Leicester City,West Brom,3,0,H,3,0,H,A Madley,17,4,7,1,13,12,7,3,0,2,0,0,2020,2020,1,3,0,17,7,0,2.0,10.0,1.4,7.0,12.4,62.0,5.0,25.0,1.6,8.0,1.4,7.0,62.0,2020,0,0,3,4,1,2,1.6,8.0,0.8,4.0,13.0,65.0,4.0,20.0,1.0,5.0,1.4,7.0,,3,0,420.3,69.0,0.6000000000000001,3.0,0.8,4.0,56.0,24.0,1.8064516129032255,0.7741935483870968,7.0,7.0,1.4,1.4
E0,2021-04-23,20:00,Arsenal,Everton,0,1,A,0,0,D,J Moss,14,8,3,1,13,10,7,3,1,3,0,0,2020,2020,1,0,1,14,3,1,1.8,9.0,1.6,8.0,12.8,64.0,4.4,22.0,0.8,4.0,1.6,8.0,56.0,2020,0,1,0,8,1,3,0.8,4.0,1.4,7.0,12.4,62.0,4.0,20.0,1.6,8.0,0.6,3.0,49.0,4,4,599.35,411.05,0.1999999999999999,1.0,-0.5999999999999999,-3.0,46.0,49.0,1.4375,1.5806451612903225,8.0,3.0,1.6,0.6
E0,2021-04-24,12:30,Liverpool,Newcastle,1,1,D,1,0,H,A Marriner,22,7,9,4,9,7,6,3,2,1,0,0,2020,2020,1,1,1,22,9,2,1.4,7.0,0.6,3.0,16.8,84.0,6.2,31.0,1.4,7.0,2.0,10.0,99.0,2020,0,1,1,7,4,1,1.6,8.0,1.8,9.0,12.6,63.0,4.6,23.0,1.6,8.0,1.6,8.0,44.0,7,1,1030.0,228.45,0.7999999999999999,4.0,-0.1999999999999999,-1.0,53.0,35.0,1.65625,1.09375,10.0,8.0,2.0,1.6
E0,2021-04-24,17:30,West Ham,Chelsea,0,1,A,0,1,A,C Kavanagh,9,17,2,6,9,11,4,2,0,4,1,0,2020,2020,1,0,1,9,2,2,2.2,11.0,2.2,11.0,10.2,51.0,4.2,21.0,2.4,12.0,1.4,7.0,39.0,2020,0,1,0,17,6,4,1.6,8.0,1.2,6.0,16.4,82.0,7.8,39.0,1.0,5.0,1.6,8.0,66.0,6,3,295.15,880.1,0.0,0.0,0.4000000000000001,2.0,55.0,55.0,1.71875,1.71875,7.0,8.0,1.4,1.6
E0,2021-04-24,20:00,Sheffield United,Brighton,1,0,H,1,0,H,K Friend,7,17,3,4,13,7,2,12,3,0,0,0,2020,2020,1,1,0,7,3,3,0.2,1.0,2.6,13.0,6.6,33.0,1.4,7.0,2.2,11.0,0.0,0.0,54.0,2020,0,0,1,17,4,0,1.2,6.0,0.6,3.0,11.6,58.0,4.0,20.0,1.0,5.0,1.6,8.0,41.0,5,2,137.95,209.05,-2.4,-12.0,0.6,3.0,14.0,34.0,0.4375,1.0625,0.0,8.0,0.0,1.6
E0,2021-04-25,12:00,Wolves,Burnley,0,4,A,0,3,A,D England,12,14,2,7,8,9,8,5,1,2,0,0,2020,2020,1,0,4,12,2,1,0.8,4.0,0.8,4.0,11.4,57.0,4.0,20.0,0.8,4.0,1.4,7.0,59.0,2020,0,4,0,14,7,2,1.4,7.0,2.0,10.0,12.8,64.0,4.4,22.0,1.6,8.0,0.8,4.0,54.0,2,5,318.8,154.78,0.0,0.0,-0.6000000000000001,-3.0,41.0,33.0,1.28125,1.03125,7.0,4.0,1.4,0.8
E0,2021-04-25,14:00,Leeds United,Man United,0,0,D,0,0,D,C Pawson,6,16,3,4,21,11,2,6,4,1,0,0,2020,2020,1,0,0,6,3,4,1.4,7.0,0.8,4.0,11.4,57.0,4.6,23.0,2.2,11.0,2.2,11.0,,2020,0,0,0,16,4,1,2.2,11.0,0.6,3.0,13.4,67.0,6.6,33.0,3.0,15.0,3.0,15.0,66.0,0,3,128.05,758.1,0.5999999999999999,3.0,1.6,8.0,46.0,66.0,1.4375,2.0625,11.0,15.0,2.2,3.0
E0,2021-04-25,19:00,Aston Villa,West Brom,2,2,D,1,1,D,S Attwell,24,10,11,4,14,9,11,4,0,2,0,0,2020,2020,1,2,2,24,11,0,1.2,6.0,1.6,8.0,10.8,54.0,3.8,19.0,2.6,13.0,0.8,4.0,35.0,2020,0,2,2,10,4,2,1.6,8.0,1.2,6.0,11.6,58.0,3.6,18.0,0.8,4.0,1.4,7.0,,3,0,232.7,69.0,-0.4000000000000001,-2.0,0.4000000000000001,2.0,44.0,24.0,1.4193548387096775,0.75,4.0,7.0,0.8,1.4
E0,2021-04-26,20:00,Leicester City,Crystal Palace,2,1,H,0,1,A,G Scott,13,4,5,2,13,12,7,2,0,1,0,0,2020,2020,1,2,1,13,5,0,2.4,12.0,1.2,6.0,12.8,64.0,5.6,28.0,1.2,6.0,1.8,9.0,62.0,2020,0,1,2,4,2,1,0.8,4.0,1.8,9.0,6.6,33.0,2.8,14.0,1.6,8.0,1.0,5.0,43.0,7,1,420.3,188.5,1.2,6.0,-1.0,-5.0,59.0,38.0,1.84375,1.2258064516129032,9.0,5.0,1.8,1.0
E0,2021-04-30,20:00,Southampton,Leicester City,1,1,D,0,0,D,R Jones,5,23,3,9,9,13,0,10,1,0,1,0,2020,2020,1,1,1,5,3,3,1.4,7.0,2.8,14.0,13.6,68.0,5.6,28.0,0.4,2.0,0.6,3.0,52.0,2020,0,1,1,23,9,0,2.4,12.0,1.2,6.0,13.8,69.0,5.8,29.0,1.0,5.0,1.8,9.0,62.0,3,6,211.2,420.3,-1.4,-7.0,1.2,6.0,36.0,62.0,1.125,1.878787878787879,3.0,9.0,0.6,1.8
E0,2021-05-01,12:30,Crystal Palace,Man City,0,2,A,0,0,D,D Coote,9,20,4,3,9,10,2,6,2,0,0,0,2020,2020,1,0,2,9,4,2,1.0,5.0,2.2,11.0,5.8,29.0,2.8,14.0,1.6,8.0,0.8,4.0,43.0,2020,0,2,0,20,3,0,2.6,13.0,1.0,5.0,15.6,78.0,6.2,31.0,2.0,10.0,2.4,12.0,81.0,1,7,188.5,1060.0,-1.2000000000000002,-6.0,1.6,8.0,38.0,77.0,1.1875,2.3333333333333335,4.0,12.0,0.8,2.4
E0,2021-05-01,15:00,Brighton,Leeds United,2,0,H,1,0,H,C Kavanagh,17,11,5,2,17,6,2,9,1,1,0,0,2020,2020,1,2,0,17,5,1,0.8,4.0,0.6,3.0,13.4,67.0,3.6,18.0,1.0,5.0,1.0,5.0,41.0,2020,0,0,2,11,2,1,1.4,7.0,0.8,4.0,11.2,56.0,4.4,22.0,2.4,12.0,2.2,11.0,,3,0,209.05,128.05,0.2,1.0,0.5999999999999999,3.0,34.0,47.0,1.0303030303030305,1.4242424242424243,5.0,11.0,1.0,2.2
E0,2021-05-01,17:30,Chelsea,Fullham,2,0,H,1,0,H,K Friend,9,10,5,3,15,8,1,8,1,1,0,0,2020,2020,1,2,0,9,5,1,1.4,7.0,1.2,6.0,16.0,80.0,7.2,36.0,1.8,9.0,1.6,8.0,66.0,2020,0,0,2,10,3,1,0.6,3.0,2.0,10.0,9.6,48.0,3.4,17.0,1.4,7.0,0.2,1.0,,3,0,880.1,,0.1999999999999999,1.0,-1.4,-7.0,58.0,27.0,1.7575757575757576,0.8181818181818182,8.0,1.0,1.6,0.2
E0,2021-05-01,20:00,Everton,Aston Villa,1,2,A,1,1,D,S Hooper,16,13,3,5,10,13,3,6,0,2,0,0,2020,2020,1,1,2,16,3,0,1.0,5.0,1.0,5.0,12.6,63.0,4.0,20.0,1.6,8.0,1.2,6.0,49.0,2020,0,2,1,13,5,2,1.4,7.0,1.8,9.0,12.6,63.0,4.8,24.0,2.0,10.0,0.8,4.0,35.0,1,4,411.05,232.7,0.0,0.0,-0.4000000000000001,-2.0,52.0,45.0,1.625,1.40625,6.0,4.0,1.2,0.8
E0,2021-05-02,14:00,Newcastle,Arsenal,0,2,A,0,1,A,M Dean,5,19,1,5,10,9,3,7,2,1,1,0,2020,2020,1,0,2,5,1,4,1.6,8.0,1.8,9.0,11.6,58.0,4.8,24.0,1.4,7.0,1.6,8.0,44.0,2020,0,2,0,19,5,1,1.4,7.0,1.6,8.0,13.0,65.0,4.4,22.0,0.8,4.0,1.0,5.0,56.0,0,9,228.45,599.35,-0.1999999999999999,-1.0,-0.2000000000000001,-1.0,36.0,46.0,1.0909090909090908,1.393939393939394,8.0,5.0,1.6,1.0
E0,2021-05-02,19:15,Tottenham,Sheffield United,4,0,H,1,0,H,A Marriner,20,8,11,1,8,9,6,6,1,1,0,0,2020,2020,1,4,0,20,11,1,1.8,9.0,1.6,8.0,11.2,56.0,3.4,17.0,1.6,8.0,1.6,8.0,59.0,2020,0,0,4,8,1,1,0.4,2.0,2.2,11.0,6.4,32.0,1.6,8.0,2.0,10.0,0.6,3.0,54.0,4,4,721.55,137.95,0.1999999999999999,1.0,-1.8000000000000005,-9.0,53.0,17.0,1.606060606060606,0.5151515151515151,8.0,3.0,1.6,0.6
E0,2021-05-03,18:00,West Brom,Wolves,1,1,D,0,1,A,P Tierney,10,20,4,10,17,11,5,6,2,0,0,0,2020,2020,1,1,1,10,4,2,2.0,10.0,1.6,8.0,11.0,55.0,3.8,19.0,1.2,6.0,1.4,7.0,,2020,0,1,1,20,10,0,0.8,4.0,1.6,8.0,11.8,59.0,4.0,20.0,1.0,5.0,1.2,6.0,59.0,3,0,69.0,318.8,0.3999999999999999,2.0,-0.8,-4.0,25.0,41.0,0.7575757575757576,1.2424242424242424,7.0,6.0,1.4,1.2
E0,2021-05-03,20:15,Burnley,West Ham,1,2,A,1,2,A,A Taylor,8,22,3,4,4,8,5,4,2,1,0,0,2020,2020,1,1,2,8,3,2,2.0,10.0,1.8,9.0,13.8,69.0,4.8,24.0,1.8,9.0,1.2,6.0,54.0,2020,0,2,1,22,4,1,2.2,11.0,2.2,11.0,10.6,53.0,4.6,23.0,2.8,14.0,1.4,7.0,39.0,6,3,154.78,295.15,0.1999999999999999,1.0,0.0,0.0,36.0,55.0,1.0909090909090908,1.6666666666666667,6.0,7.0,1.2,1.4
E0,2021-05-07,20:00,Leicester City,Newcastle,2,4,A,0,2,A,D England,25,14,9,6,12,9,9,6,1,1,0,0,2020,2020,1,2,4,25,9,1,1.6,8.0,1.4,7.0,14.6,73.0,5.6,28.0,1.0,5.0,1.4,7.0,62.0,2020,0,4,2,14,6,1,1.6,8.0,1.6,8.0,12.0,60.0,4.8,24.0,2.0,10.0,1.6,8.0,44.0,9,0,420.3,228.45,0.2000000000000001,1.0,0.0,0.0,63.0,36.0,1.8529411764705883,1.0588235294117647,7.0,8.0,1.4,1.6
E0,2021-05-08,12:30,Leeds United,Tottenham,3,1,H,2,1,H,M Oliver,16,11,7,3,12,10,8,6,1,2,0,0,2020,2020,1,3,1,16,7,1,1.0,5.0,1.0,5.0,10.8,54.0,4.0,20.0,2.2,11.0,1.6,8.0,,2020,0,1,3,11,3,2,2.2,11.0,1.6,8.0,13.4,67.0,5.0,25.0,1.4,7.0,1.6,8.0,59.0,0,3,128.05,721.55,0.0,0.0,0.6000000000000001,3.0,47.0,56.0,1.3823529411764706,1.6470588235294117,8.0,8.0,1.6,1.6
E0,2021-05-08,15:00,Sheffield United,Crystal Palace,0,2,A,0,1,A,S Hooper,7,21,0,8,11,8,5,11,1,1,0,0,2020,2020,1,0,2,7,0,1,0.4,2.0,2.0,10.0,7.8,39.0,1.8,9.0,1.8,9.0,0.6,3.0,54.0,2020,0,2,0,21,8,1,0.8,4.0,1.8,9.0,6.6,33.0,3.4,17.0,1.4,7.0,0.8,4.0,43.0,6,3,137.95,188.5,-1.6,-8.0,-1.0,-5.0,17.0,38.0,0.5,1.1515151515151516,3.0,4.0,0.6,0.8
E0,2021-05-08,17:30,Man City,Chelsea,1,2,A,1,0,H,A Taylor,16,12,4,5,12,10,6,2,2,0,0,0,2020,2020,1,1,2,16,4,2,2.0,10.0,0.6,3.0,16.2,81.0,4.8,24.0,1.8,9.0,2.4,12.0,81.0,2020,0,2,1,12,5,0,1.8,9.0,1.2,6.0,14.8,74.0,6.6,33.0,2.0,10.0,2.0,10.0,66.0,6,3,1060.0,880.1,1.4,7.0,0.6000000000000001,3.0,80.0,61.0,2.3529411764705883,1.7941176470588236,12.0,10.0,2.4,2.0
E0,2021-05-08,20:15,Liverpool,Southampton,2,0,H,1,0,H,K Friend,14,12,6,6,10,6,8,4,0,1,0,0,2020,2020,1,2,0,14,6,0,1.6,8.0,0.6,3.0,18.0,90.0,7.4,37.0,1.4,7.0,2.2,11.0,99.0,2020,0,0,2,12,6,1,1.2,6.0,2.0,10.0,12.4,62.0,5.0,25.0,1.0,5.0,0.8,4.0,52.0,6,3,1030.0,211.2,1.0,5.0,-0.8,-4.0,54.0,37.0,1.6363636363636365,1.121212121212121,11.0,4.0,2.2,0.8
E0,2021-05-09,12:00,Wolves,Brighton,2,1,H,0,1,A,J Moss,16,5,6,3,12,7,10,5,2,2,0,2,2020,2020,1,2,1,16,6,2,1.0,5.0,1.6,8.0,13.8,69.0,5.0,25.0,0.6,3.0,1.4,7.0,59.0,2020,0,1,2,5,3,6,0.6,3.0,0.6,3.0,14.6,73.0,3.4,17.0,1.2,6.0,1.0,5.0,41.0,3,3,318.8,209.05,-0.6000000000000001,-3.0,0.0,0.0,42.0,37.0,1.2352941176470589,1.088235294117647,7.0,5.0,1.4,1.0
E0,2021-05-09,14:05,Aston Villa,Man United,1,3,A,1,0,H,C Kavanagh,11,18,5,7,13,18,5,6,1,1,1,0,2020,2020,1,1,3,11,5,3,1.8,9.0,1.6,8.0,13.6,68.0,5.6,28.0,1.8,9.0,1.4,7.0,35.0,2020,0,3,1,18,7,1,1.8,9.0,0.6,3.0,15.0,75.0,6.2,31.0,2.6,13.0,2.6,13.0,66.0,1,7,232.7,758.1,0.1999999999999999,1.0,1.2000000000000002,6.0,48.0,67.0,1.4545454545454546,2.0303030303030303,7.0,13.0,1.4,2.6
E0,2021-05-09,16:30,West Ham,Everton,0,1,A,0,1,A,S Attwell,11,9,0,3,8,10,5,6,2,1,0,0,2020,2020,1,0,1,11,0,2,2.0,10.0,1.8,9.0,12.0,60.0,4.4,22.0,2.4,12.0,1.8,9.0,39.0,2020,0,1,0,9,3,1,1.0,5.0,1.0,5.0,13.0,65.0,3.8,19.0,1.6,8.0,1.2,6.0,49.0,4,4,295.15,411.05,0.1999999999999999,1.0,0.0,0.0,58.0,52.0,1.7058823529411764,1.5757575757575757,9.0,6.0,1.8,1.2
E0,2021-05-09,19:00,Arsenal,West Brom,3,1,H,2,0,H,P Bankes,15,12,7,1,7,9,6,6,1,2,0,0,2020,2020,1,3,1,15,7,1,1.2,6.0,1.0,5.0,13.6,68.0,4.0,20.0,0.8,4.0,1.4,7.0,56.0,2020,0,1,3,12,1,2,2.2,11.0,1.6,8.0,10.6,53.0,4.4,22.0,1.4,7.0,1.6,8.0,,3,0,599.35,69.0,0.1999999999999999,1.0,0.6000000000000001,3.0,49.0,26.0,1.4411764705882353,0.7647058823529411,7.0,8.0,1.4,1.6
E0,2021-05-10,20:00,Fullham,Burnley,0,2,A,0,2,A,D Coote,21,14,3,5,11,10,8,4,2,0,0,0,2020,2020,1,0,2,21,3,2,0.6,3.0,1.8,9.0,11.0,55.0,4.0,20.0,1.6,8.0,0.2,1.0,,2020,0,2,0,14,5,0,1.8,9.0,2.0,10.0,12.6,63.0,4.4,22.0,1.4,7.0,0.6,3.0,54.0,1,1,,154.78,-1.2000000000000002,-6.0,-0.1999999999999999,-1.0,27.0,36.0,0.7941176470588235,1.0588235294117647,1.0,3.0,0.2,0.6
E0,2021-05-11,18:00,Man United,Leicester City,1,2,A,1,1,D,C Pawson,4,12,1,3,9,12,3,4,0,0,0,0,2020,2020,1,1,2,4,1,0,2.2,11.0,0.8,4.0,15.6,78.0,6.8,34.0,2.0,10.0,2.6,13.0,66.0,2020,0,2,1,12,3,0,2.0,10.0,1.8,9.0,18.6,93.0,7.0,35.0,0.8,4.0,1.4,7.0,62.0,7,1,758.1,420.3,1.4,7.0,0.1999999999999999,1.0,70.0,63.0,2.0588235294117645,1.8,13.0,7.0,2.6,1.4
E0,2021-05-11,20:15,Southampton,Crystal Palace,3,1,H,1,1,D,A Madley,13,11,6,4,20,13,12,8,2,3,0,0,2020,2020,1,3,1,13,6,2,1.0,5.0,2.0,10.0,13.0,65.0,5.4,27.0,1.2,6.0,0.8,4.0,52.0,2020,0,1,3,11,4,3,1.0,5.0,1.8,9.0,9.6,48.0,4.2,21.0,1.0,5.0,0.8,4.0,43.0,4,4,211.2,188.5,-1.0,-5.0,-0.8,-4.0,37.0,41.0,1.088235294117647,1.2058823529411764,4.0,4.0,0.8,0.8
E0,2021-05-12,20:15,Chelsea,Arsenal,0,1,A,0,1,A,A Marriner,19,5,5,2,7,6,9,1,0,1,0,0,2020,2020,1,0,1,19,5,0,1.8,9.0,0.4,2.0,13.6,68.0,6.0,30.0,1.4,7.0,2.6,13.0,66.0,2020,0,1,0,5,2,1,1.8,9.0,0.6,3.0,16.0,80.0,5.0,25.0,0.8,4.0,2.0,10.0,56.0,4,4,880.1,599.35,1.4,7.0,1.2000000000000002,6.0,64.0,52.0,1.8285714285714283,1.4857142857142858,13.0,10.0,2.6,2.0
E0,2021-05-13,18:00,Aston Villa,Everton,0,0,D,0,0,D,M Atkinson,13,15,2,5,9,12,9,1,2,0,0,0,2020,2020,1,0,0,13,2,2,1.4,7.0,2.0,10.0,13.0,65.0,5.8,29.0,2.2,11.0,0.8,4.0,35.0,2020,0,0,0,15,5,0,1.0,5.0,0.8,4.0,11.8,59.0,3.0,15.0,1.4,7.0,1.6,8.0,49.0,7,1,232.7,411.05,-0.6000000000000001,-3.0,0.1999999999999999,1.0,48.0,55.0,1.411764705882353,1.6176470588235294,4.0,8.0,0.8,1.6
E0,2021-05-13,20:15,Man United,Liverpool,2,4,A,1,2,A,A Taylor,18,17,3,8,10,12,6,4,3,0,0,0,2020,2020,1,2,4,18,3,3,2.0,10.0,1.0,5.0,13.4,67.0,5.6,28.0,1.6,8.0,2.0,10.0,66.0,2020,0,4,2,17,8,0,1.8,9.0,0.6,3.0,18.4,92.0,7.8,39.0,1.2,6.0,2.2,11.0,99.0,2,5,758.1,1030.0,1.0,5.0,1.2000000000000002,6.0,70.0,57.0,2.0,1.6764705882352942,10.0,11.0,2.0,2.2
