Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,Season,home_GoalsFor_rolling_mean,home_GoalsFor_rolling_sum,home_GoalsAgainst_rolling_mean,home_GoalsAgainst_rolling_sum,home_Shots_rolling_mean,home_Shots_rolling_sum,home_ShotsOT_rolling_mean,home_ShotsOT_rolling_sum,home_Cards_rolling_mean,home_Cards_rolling_sum,home_Points_rolling_mean,home_Points_rolling_sum,home_PrevSeasonPoints,away_GoalsFor_rolling_mean,away_GoalsFor_rolling_sum,away_GoalsAgainst_rolling_mean,away_GoalsAgainst_rolling_sum,away_Shots_rolling_mean,away_Shots_rolling_sum,away_ShotsOT_rolling_mean,away_ShotsOT_rolling_sum,away_Cards_rolling_mean,away_Cards_rolling_sum,away_Points_rolling_mean,away_Points_rolling_sum,away_PrevSeasonPoints,h2h_points_home,h2h_points_away,home_value,away_value,home_goal_diff_rolling_mean,home_goal_diff_rolling_sum,away_goal_diff_rolling_mean,away_goal_diff_rolling_sum,home_points_sum,away_points_sum,home_points_sum_5,away_points_sum_5,home_points_mean_5,away_points_mean_5,value_gap,points_gap,goal_diff_gap,shots_gap,shots_ot_gap,cards_gap
E0,2020-10-04,16:30,Man United,Tottenham,1,6,A,1,4,A,A Taylor,5,22,2,8,14,10,2,4,2,1,1,0,2020,1.8,9.0,1.2,6.0,11.0,55.0,3.8,19.0,2.6,13.0,2.0,10.0,66.0,2.0,10.0,1.0,5.0,11.0,55.0,5.6,28.0,1.8,9.0,1.6,8.0,59.0,4,1,758.1,721.55,0.6000000000000001,3.0,1.0,5.0,3.0,4.0,3.0,4.0,1.5,1.3333333333333333,36.55000000000007,1.0,2.0,0.0,1.7999999999999998,0.8
E0,2020-10-04,19:15,Aston Villa,Liverpool,7,2,H,4,1,H,M Atkinson,18,14,11,8,7,10,2,7,2,1,0,0,2020,1.4,7.0,0.4,2.0,13.2,66.0,3.0,15.0,2.0,10.0,2.2,11.0,35.0,3.4,17.0,1.6,8.0,17.0,85.0,6.6,33.0,0.8,4.0,3.0,15.0,99.0,0,6,232.7,1030.0,1.0,5.0,1.7999999999999998,9.0,6.0,9.0,6.0,9.0,3.0,3.0,797.3,3.0,4.0,3.8000000000000007,3.5999999999999996,1.2
E0,2020-10-17,12:30,Everton,Liverpool,2,2,D,1,1,D,M Oliver,11,22,5,8,15,9,2,5,3,2,1,0,2020,2.6,13.0,1.6,8.0,13.2,66.0,5.4,27.0,0.6,3.0,2.4,12.0,49.0,2.8,14.0,2.4,12.0,17.8,89.0,6.8,34.0,0.8,4.0,2.4,12.0,99.0,1,4,411.05,1030.0,1.0,5.0,0.3999999999999999,2.0,12.0,9.0,12.0,9.0,3.0,2.25,618.95,3.0,3.0,4.600000000000001,1.3999999999999995,0.20000000000000007
E0,2020-10-17,15:00,Chelsea,Southampton,3,3,D,2,1,H,P Bankes,11,13,5,6,11,9,6,2,1,1,0,0,2020,2.4,12.0,1.2,6.0,13.0,65.0,5.4,27.0,1.8,9.0,2.0,10.0,66.0,1.6,8.0,1.4,7.0,10.8,54.0,4.8,24.0,1.4,7.0,1.8,9.0,52.0,3,3,880.1,211.2,1.2,6.0,0.2000000000000001,1.0,7.0,6.0,7.0,6.0,1.75,1.5,668.9000000000001,1.0,5.0,2.1999999999999993,0.6000000000000005,0.40000000000000013
E0,2020-10-17,17:30,Man City,Arsenal,1,0,H,1,0,H,C Kavanagh,13,11,5,3,15,10,6,6,4,1,0,0,2020,3.0,15.0,1.4,7.0,22.0,110.0,7.2,36.0,1.2,6.0,2.0,10.0,81.0,2.2,11.0,1.4,7.0,8.6,43.0,4.4,22.0,1.4,7.0,2.4,12.0,56.0,6,0,1060.0,599.35,1.6,8.0,0.8000000000000003,4.0,4.0,9.0,4.0,9.0,1.3333333333333333,2.25,460.65,5.0,4.0,13.4,2.8,0.19999999999999996
E0,2020-10-17,20:00,Newcastle,Man United,1,4,A,1,1,D,C Pawson,7,28,4,14,9,12,0,7,1,1,0,0,2020,1.4,7.0,1.6,8.0,8.0,40.0,2.0,10.0,2.4,12.0,1.4,7.0,44.0,1.6,8.0,2.4,12.0,8.6,43.0,3.2,16.0,3.0,15.0,1.4,7.0,66.0,3,3,228.45,758.1,-0.2000000000000001,-1.0,-0.7999999999999998,-4.0,7.0,3.0,7.0,3.0,1.75,1.0,529.6500000000001,4.0,3.0,0.5999999999999996,1.2000000000000002,0.6000000000000001
E0,2020-10-18,12:00,Sheffield United,Fullham,1,1,D,0,0,D,A Marriner,10,15,6,6,5,9,2,5,0,2,0,0,2020,0.4,2.0,1.8,9.0,7.6,38.0,2.4,12.0,1.8,9.0,0.0,0.0,54.0,0.75,3.0,2.75,11.0,11.25,45.0,3.25,13.0,2.75,11.0,0.0,0.0,,0,0,137.95,,-1.4,-7.0,-2.0,-8.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,3.6500000000000004,0.8500000000000001,0.95
E0,2020-10-18,14:00,Crystal Palace,Brighton,1,1,D,1,0,H,S Attwell,1,20,1,3,13,12,2,5,3,2,0,1,2020,1.2,6.0,1.6,8.0,8.8,44.0,2.2,11.0,1.8,9.0,1.4,7.0,43.0,2.0,10.0,2.2,11.0,13.8,69.0,4.2,21.0,1.6,8.0,1.2,6.0,41.0,4,1,188.5,209.05,-0.4000000000000001,-2.0,-0.2000000000000001,-1.0,6.0,3.0,6.0,3.0,1.5,0.75,20.55000000000001,3.0,1.0,5.0,2.0,0.19999999999999996
E0,2020-10-18,16:30,Tottenham,West Ham,3,3,D,3,0,H,P Tierney,11,13,6,4,13,12,3,7,0,5,0,0,2020,2.6,13.0,1.2,6.0,14.0,70.0,6.6,33.0,1.6,8.0,1.6,8.0,59.0,1.8,9.0,1.0,5.0,13.6,68.0,4.0,20.0,1.4,7.0,1.4,7.0,39.0,6,0,721.55,295.15,1.4,7.0,0.8,4.0,7.0,6.0,7.0,6.0,1.75,1.5,426.4,1.0,3.0,0.40000000000000036,2.5999999999999996,0.20000000000000018
E0,2020-10-18,19:15,Leicester City,Aston Villa,0,1,A,0,0,D,J Moss,11,10,5,4,18,18,2,7,4,3,0,0,2020,2.4,12.0,1.8,9.0,10.4,52.0,4.6,23.0,2.0,10.0,1.8,9.0,62.0,2.6,13.0,0.6,3.0,13.8,69.0,5.0,25.0,2.2,11.0,2.6,13.0,35.0,6,0,420.3,232.7,0.5999999999999999,3.0,2.0,10.0,9.0,9.0,9.0,9.0,2.25,3.0,187.60000000000002,0.0,7.0,3.4000000000000004,0.40000000000000036,0.20000000000000018
E0,2020-10-19,17:30,West Brom,Burnley,0,0,D,0,0,D,A Taylor,13,9,6,4,15,17,8,2,2,2,0,0,2020,1.25,5.0,3.25,13.0,6.75,27.0,2.5,10.0,1.25,5.0,0.25,1.0,,1.2,6.0,2.0,10.0,13.8,69.0,4.0,20.0,1.8,9.0,0.6,3.0,54.0,0,0,69.0,154.78,-2.0,-8.0,-0.8,-4.0,1.0,0.0,1.0,0.0,0.25,0.0,85.78,1.0,4.0,7.050000000000001,1.5,0.55
E0,2020-10-19,20:00,Leeds United,Wolves,0,1,A,0,0,D,D Coote,13,7,2,3,13,12,8,3,2,1,0,0,2020,2.25,9.0,2.0,8.0,11.25,45.0,6.5,26.0,1.0,4.0,1.75,7.0,,0.8,4.0,1.8,9.0,10.2,51.0,2.6,13.0,1.2,6.0,1.2,6.0,59.0,0,0,128.05,318.8,0.25,1.0,-1.0,-5.0,7.0,6.0,7.0,6.0,1.75,1.5,190.75,1.0,6.0,1.0500000000000007,3.9,0.19999999999999996
E0,2020-10-23,20:00,Aston Villa,Leeds United,0,3,A,0,0,D,P Tierney,12,27,4,9,14,17,6,5,2,2,0,0,2020,2.6,13.0,0.6,3.0,14.2,71.0,5.2,26.0,2.4,12.0,2.6,13.0,35.0,1.8,9.0,1.8,9.0,11.6,58.0,5.6,28.0,1.2,6.0,1.4,7.0,,0,0,232.7,128.05,2.0,10.0,0.0,0.0,12.0,7.0,12.0,7.0,3.0,1.4,104.64999999999998,5.0,10.0,2.5999999999999996,0.39999999999999947,1.2
E0,2020-10-24,12:30,West Ham,Man City,1,1,D,1,0,H,A Taylor,6,14,2,7,14,6,2,10,2,0,0,0,2020,2.2,11.0,1.4,7.0,14.2,71.0,4.6,23.0,2.0,10.0,1.4,7.0,39.0,2.4,12.0,1.4,7.0,19.4,97.0,6.2,31.0,2.0,10.0,2.0,10.0,81.0,0,6,295.15,1060.0,0.8000000000000003,4.0,1.0,5.0,7.0,7.0,7.0,7.0,1.4,1.75,764.85,0.0,1.0,5.199999999999999,1.6000000000000005,0.0
E0,2020-10-24,15:00,Fullham,Crystal Palace,1,2,A,0,1,A,G Scott,16,14,3,10,11,11,4,4,0,1,1,0,2020,0.8,4.0,2.4,12.0,12.0,60.0,3.8,19.0,2.6,13.0,0.2,1.0,,1.2,6.0,1.6,8.0,6.4,32.0,2.0,10.0,1.8,9.0,1.4,7.0,43.0,0,0,,188.5,-1.6,-8.0,-0.4000000000000001,-2.0,1.0,7.0,1.0,7.0,0.2,1.4,,6.0,6.0,5.6,1.7999999999999998,0.8
E0,2020-10-24,17:30,Man United,Chelsea,0,0,D,0,0,D,M Atkinson,14,6,4,1,8,6,9,6,3,1,0,0,2020,2.2,11.0,2.4,12.0,12.0,60.0,5.2,26.0,2.6,13.0,1.8,9.0,66.0,2.6,13.0,1.8,9.0,13.0,65.0,5.8,29.0,1.6,8.0,1.6,8.0,66.0,6,0,758.1,880.1,-0.1999999999999997,-1.0,0.8,4.0,6.0,8.0,6.0,8.0,1.5,1.6,122.0,2.0,5.0,1.0,0.5999999999999996,1.0
E0,2020-10-24,20:00,Liverpool,Sheffield United,2,1,H,1,1,D,M Dean,17,13,5,2,7,15,7,3,0,3,0,0,2020,2.6,13.0,2.6,13.0,19.4,97.0,7.2,36.0,1.2,6.0,2.0,10.0,99.0,0.4,2.0,1.4,7.0,8.6,43.0,3.0,15.0,1.6,8.0,0.2,1.0,54.0,6,0,1030.0,137.95,0.0,0.0,-1.0,-5.0,10.0,1.0,10.0,1.0,2.0,0.2,892.05,9.0,5.0,10.799999999999999,4.2,0.40000000000000013
E0,2020-10-25,14:00,Southampton,Everton,2,0,H,2,0,H,K Friend,12,6,6,2,11,11,4,5,1,2,0,1,2020,1.6,8.0,1.8,9.0,10.8,54.0,5.2,26.0,1.6,8.0,1.4,7.0,52.0,2.8,14.0,1.4,7.0,12.8,64.0,5.4,27.0,1.4,7.0,2.6,13.0,49.0,1,4,211.2,411.05,-0.1999999999999999,-1.0,1.4,7.0,7.0,13.0,7.0,13.0,1.4,2.6,199.85000000000002,6.0,8.0,2.0,0.20000000000000018,0.20000000000000018
E0,2020-10-25,16:30,Wolves,Newcastle,1,1,D,0,0,D,L Mason,16,5,3,2,10,10,2,3,0,1,0,0,2020,1.0,5.0,1.4,7.0,10.6,53.0,3.0,15.0,0.8,4.0,1.8,9.0,59.0,1.4,7.0,1.8,9.0,8.8,44.0,2.4,12.0,2.4,12.0,1.4,7.0,44.0,2,2,318.8,228.45,-0.3999999999999999,-2.0,-0.4000000000000001,-2.0,9.0,7.0,9.0,7.0,1.8,1.4,90.35000000000002,2.0,0.0,1.799999999999999,0.6000000000000001,1.5999999999999999
E0,2020-10-25,19:15,Arsenal,Leicester City,0,1,A,0,0,D,C Pawson,12,6,4,2,13,9,9,3,3,5,0,0,2020,1.6,8.0,1.2,6.0,8.2,41.0,4.0,20.0,1.0,5.0,1.8,9.0,56.0,2.4,12.0,1.6,8.0,9.8,49.0,5.0,25.0,2.2,11.0,1.8,9.0,62.0,1,4,599.35,420.3,0.4000000000000001,2.0,0.7999999999999998,4.0,9.0,9.0,9.0,9.0,1.8,1.8,179.05,0.0,2.0,1.6000000000000014,1.0,1.2000000000000002
E0,2020-10-26,17:30,Brighton,West Brom,1,1,D,1,0,H,J Moss,5,9,3,3,14,7,6,2,2,0,0,0,2020,1.8,9.0,2.2,11.0,15.0,75.0,4.0,20.0,2.4,12.0,0.8,4.0,41.0,1.0,5.0,2.6,13.0,8.0,40.0,3.2,16.0,1.4,7.0,0.4,2.0,,0,0,209.05,69.0,-0.4000000000000001,-2.0,-1.6,-8.0,4.0,2.0,4.0,2.0,0.8,0.4,140.05,2.0,6.0,7.0,0.7999999999999998,1.0
E0,2020-10-26,20:00,Burnley,Tottenham,0,1,A,0,0,D,M Oliver,13,9,4,3,9,7,4,5,2,0,0,0,2020,0.8,4.0,2.0,10.0,11.0,55.0,3.2,16.0,2.2,11.0,0.2,1.0,54.0,3.0,15.0,1.6,8.0,14.8,74.0,7.4,37.0,1.2,6.0,1.6,8.0,59.0,1,4,154.78,721.55,-1.2,-6.0,1.4,7.0,1.0,8.0,1.0,8.0,0.25,1.6,566.77,7.0,13.0,3.8000000000000007,4.2,1.0000000000000002
E0,2020-10-30,20:00,Wolves,Crystal Palace,2,0,H,2,0,H,M Atkinson,15,11,5,2,13,4,7,6,0,2,0,1,2020,0.8,4.0,1.6,8.0,11.6,58.0,2.8,14.0,0.6,3.0,1.4,7.0,59.0,1.4,7.0,1.8,9.0,8.2,41.0,3.4,17.0,1.6,8.0,1.4,7.0,43.0,4,1,318.8,188.5,-0.8,-4.0,-0.4000000000000001,-2.0,10.0,10.0,7.0,7.0,1.4,1.4,130.3,0.0,2.0,3.4000000000000004,0.6000000000000001,1.0
E0,2020-10-31,12:30,Sheffield United,Man City,0,1,A,0,1,A,M Oliver,5,16,1,8,14,6,2,5,0,0,0,0,2020,0.6,3.0,1.4,7.0,9.4,47.0,3.0,15.0,1.8,9.0,0.2,1.0,54.0,1.6,8.0,1.6,8.0,16.0,80.0,5.6,28.0,1.8,9.0,1.6,8.0,81.0,0,6,137.95,1060.0,-0.7999999999999999,-4.0,0.0,0.0,1.0,8.0,1.0,8.0,0.2,1.6,922.05,7.0,4.0,6.6,2.5999999999999996,0.0
E0,2020-10-31,15:00,Burnley,Chelsea,0,3,A,0,1,A,D Coote,5,14,0,9,10,15,3,4,1,0,0,0,2020,0.6,3.0,1.8,9.0,11.0,55.0,3.6,18.0,2.0,10.0,0.2,1.0,54.0,2.0,10.0,1.6,8.0,12.2,61.0,5.0,25.0,1.8,9.0,1.2,6.0,66.0,0,6,154.78,880.1,-1.2000000000000002,-6.0,0.3999999999999999,2.0,1.0,9.0,1.0,6.0,0.2,1.2,725.32,8.0,8.0,1.1999999999999993,1.4,0.19999999999999996
E0,2020-10-31,17:30,Liverpool,West Ham,2,1,H,1,1,D,K Friend,9,4,5,3,13,14,1,2,0,1,0,0,2020,2.2,11.0,2.2,11.0,18.4,92.0,7.0,35.0,1.0,5.0,2.0,10.0,99.0,2.4,12.0,1.2,6.0,12.4,62.0,4.4,22.0,2.0,10.0,1.6,8.0,39.0,6,0,1030.0,295.15,0.0,0.0,1.2,6.0,13.0,8.0,10.0,8.0,2.0,1.6,734.85,5.0,6.0,5.999999999999998,2.5999999999999996,1.0
E0,2020-11-01,12:00,Aston Villa,Southampton,3,4,A,0,3,A,D England,19,9,10,4,12,17,11,1,1,2,0,0,2020,2.4,12.0,1.0,5.0,14.0,70.0,5.2,26.0,2.6,13.0,2.4,12.0,35.0,2.0,10.0,1.6,8.0,11.4,57.0,5.4,27.0,1.6,8.0,2.0,10.0,52.0,0,6,232.7,211.2,1.4,7.0,0.3999999999999999,2.0,12.0,10.0,12.0,10.0,2.4,2.0,21.5,2.0,5.0,2.5999999999999996,0.20000000000000018,1.0
E0,2020-11-01,14:00,Newcastle,Everton,2,1,H,0,0,D,S Attwell,11,15,4,4,9,10,5,4,2,4,0,0,2020,1.2,6.0,2.0,10.0,6.8,34.0,2.4,12.0,2.2,11.0,1.0,5.0,44.0,2.6,13.0,1.8,9.0,11.0,55.0,5.0,25.0,2.2,11.0,2.0,10.0,49.0,1,4,228.45,411.05,-0.8,-4.0,0.8,4.0,8.0,13.0,5.0,10.0,1.0,2.0,182.60000000000002,5.0,8.0,4.2,2.6,0.0
E0,2020-11-01,16:30,Man United,Arsenal,0,1,A,0,0,D,M Dean,8,7,2,2,12,12,6,3,3,3,0,0,2020,1.8,9.0,2.4,12.0,13.4,67.0,5.4,27.0,2.4,12.0,1.4,7.0,66.0,1.0,5.0,1.4,7.0,8.0,40.0,3.6,18.0,1.2,6.0,1.2,6.0,56.0,1,4,758.1,599.35,-0.5999999999999999,-3.0,-0.3999999999999999,-2.0,7.0,9.0,7.0,6.0,1.4,1.2,158.75,2.0,1.0,5.4,1.8000000000000003,1.2
E0,2020-11-01,19:15,Tottenham,Brighton,2,1,H,1,0,H,G Scott,9,6,3,2,14,13,4,5,2,1,0,0,2020,3.2,16.0,1.4,7.0,14.8,74.0,7.0,35.0,1.0,5.0,2.2,11.0,59.0,1.8,9.0,1.8,9.0,13.4,67.0,4.0,20.0,2.6,13.0,1.0,5.0,41.0,3,3,721.55,209.05,1.8000000000000005,9.0,0.0,0.0,11.0,5.0,11.0,5.0,2.2,1.0,512.5,6.0,9.0,1.4000000000000004,3.0,1.6
E0,2020-11-02,17:30,Fullham,West Brom,2,0,H,2,0,H,S Hooper,13,10,6,1,13,11,5,2,3,2,0,0,2020,1.0,5.0,2.2,11.0,14.2,71.0,4.0,20.0,2.6,13.0,0.2,1.0,,1.2,6.0,2.2,11.0,8.4,42.0,3.6,18.0,1.2,6.0,0.6,3.0,,0,0,,69.0,-1.2000000000000002,-6.0,-1.0000000000000002,-5.0,1.0,3.0,1.0,3.0,0.2,0.6,,2.0,1.0,5.799999999999999,0.3999999999999999,1.4000000000000001
E0,2020-11-02,20:00,Leeds United,Leicester City,1,4,A,0,2,A,A Marriner,11,10,4,8,9,5,10,3,1,1,0,0,2020,1.8,9.0,1.0,5.0,15.8,79.0,6.8,34.0,1.6,8.0,2.0,10.0,,2.0,10.0,1.6,8.0,8.4,42.0,4.0,20.0,3.0,15.0,1.8,9.0,62.0,0,0,128.05,420.3,0.8,4.0,0.3999999999999999,2.0,10.0,12.0,10.0,9.0,2.0,1.8,292.25,2.0,2.0,7.4,2.8,1.4
E0,2020-11-06,17:30,Brighton,Burnley,0,0,D,0,0,D,M Dean,19,4,3,1,11,5,5,3,1,0,0,0,2020,1.4,7.0,2.2,11.0,12.0,60.0,3.2,16.0,2.4,12.0,0.4,2.0,41.0,0.2,1.0,1.6,8.0,8.8,44.0,2.6,13.0,1.8,9.0,0.2,1.0,54.0,4,1,209.05,154.78,-0.8000000000000003,-4.0,-1.4,-7.0,5.0,1.0,2.0,1.0,0.4,0.2,54.27000000000001,4.0,3.0,3.1999999999999993,0.6000000000000001,0.5999999999999999
E0,2020-11-06,20:00,Southampton,Newcastle,2,0,H,1,0,H,P Bankes,15,4,8,2,12,11,8,3,1,2,0,0,2020,2.4,12.0,1.2,6.0,10.4,52.0,4.8,24.0,1.2,6.0,2.6,13.0,52.0,1.6,8.0,1.6,8.0,7.8,39.0,3.2,16.0,2.0,10.0,1.6,8.0,44.0,0,6,211.2,228.45,1.2,6.0,0.0,0.0,13.0,11.0,13.0,8.0,2.6,1.6,17.25,2.0,6.0,2.6000000000000005,1.5999999999999996,0.8
E0,2020-11-07,12:30,Everton,Man United,1,3,A,1,2,A,P Tierney,7,13,1,5,12,19,5,2,4,2,0,0,2020,1.8,9.0,1.8,9.0,10.6,53.0,4.4,22.0,2.8,14.0,1.4,7.0,49.0,1.6,8.0,2.0,10.0,12.4,62.0,5.0,25.0,2.6,13.0,1.4,7.0,66.0,2,2,411.05,758.1,0.0,0.0,-0.3999999999999999,-2.0,13.0,7.0,7.0,7.0,1.4,1.4,347.05,6.0,2.0,1.8000000000000007,0.5999999999999996,0.19999999999999973
E0,2020-11-07,15:00,Crystal Palace,Leeds United,4,1,H,3,1,H,C Kavanagh,10,9,6,3,9,1,3,6,0,2,0,0,2020,0.8,4.0,2.0,10.0,7.6,38.0,2.8,14.0,2.2,11.0,0.8,4.0,43.0,1.2,6.0,1.2,6.0,16.0,80.0,6.2,31.0,1.6,8.0,1.4,7.0,,0,0,188.5,128.05,-1.2,-6.0,0.0,0.0,10.0,10.0,4.0,7.0,0.8,1.4,60.44999999999999,0.0,6.0,8.4,3.4000000000000004,0.6000000000000001
E0,2020-11-07,17:30,Chelsea,Sheffield United,4,1,H,2,1,H,J Moss,20,6,9,3,5,14,6,7,0,2,0,0,2020,2.6,13.0,1.2,6.0,14.0,70.0,6.2,31.0,1.4,7.0,1.8,9.0,66.0,0.6,3.0,1.4,7.0,9.6,48.0,3.0,15.0,1.2,6.0,0.2,1.0,54.0,1,4,880.1,137.95,1.4,7.0,-0.7999999999999999,-4.0,12.0,1.0,9.0,1.0,1.8,0.2,742.1500000000001,11.0,11.0,4.4,3.2,0.19999999999999996
E0,2020-11-07,20:00,West Ham,Fullham,1,0,H,0,0,D,R Jones,16,13,7,3,10,9,9,5,2,2,0,0,2020,2.4,12.0,1.2,6.0,10.4,52.0,4.4,22.0,2.0,10.0,1.6,8.0,39.0,0.8,4.0,1.4,7.0,14.0,70.0,4.0,20.0,2.8,14.0,0.8,4.0,,0,0,295.15,,1.2,6.0,-0.5999999999999999,-3.0,8.0,4.0,8.0,4.0,1.6,0.8,,4.0,9.0,3.5999999999999996,0.40000000000000036,0.7999999999999998
E0,2020-11-08,12:00,West Brom,Tottenham,0,1,A,0,0,D,A Madley,12,19,2,5,17,12,9,6,1,0,0,0,2020,0.8,4.0,1.6,8.0,9.2,46.0,3.0,15.0,1.2,6.0,0.6,3.0,,2.6,13.0,1.2,6.0,14.8,74.0,6.4,32.0,0.8,4.0,2.2,11.0,59.0,0,0,69.0,721.55,-0.8,-4.0,1.4,7.0,3.0,14.0,3.0,11.0,0.6,2.2,652.55,11.0,11.0,5.600000000000001,3.4000000000000004,0.3999999999999999
E0,2020-11-08,14:00,Leicester City,Wolves,1,0,H,1,0,H,A Taylor,10,7,3,2,12,8,6,3,2,3,0,0,2020,2.0,10.0,1.4,7.0,7.6,38.0,4.4,22.0,3.0,15.0,1.8,9.0,62.0,1.0,5.0,1.0,5.0,12.6,63.0,3.6,18.0,0.6,3.0,2.0,10.0,59.0,2,2,420.3,318.8,0.6000000000000001,3.0,0.0,0.0,15.0,13.0,9.0,10.0,1.8,2.0,101.5,2.0,3.0,5.0,0.8000000000000003,2.4
E0,2020-11-08,16:30,Man City,Liverpool,1,1,D,1,1,D,C Pawson,7,10,2,3,19,11,1,2,3,1,0,0,2020,1.2,6.0,1.4,7.0,16.4,82.0,5.4,27.0,1.2,6.0,1.6,8.0,81.0,2.2,11.0,2.4,12.0,16.6,83.0,6.8,34.0,1.0,5.0,2.0,10.0,99.0,3,3,1060.0,1030.0,-0.1999999999999999,-1.0,-0.1999999999999997,-1.0,11.0,16.0,8.0,10.0,1.6,2.0,30.0,5.0,0.0,0.20000000000000284,1.3999999999999995,0.19999999999999996
E0,2020-11-08,19:15,Arsenal,Aston Villa,0,3,A,0,1,A,M Atkinson,13,15,2,6,11,13,3,8,0,0,0,0,2020,0.8,4.0,1.2,6.0,8.0,40.0,3.4,17.0,1.8,9.0,1.2,6.0,56.0,2.8,14.0,1.8,9.0,14.2,71.0,6.8,34.0,2.2,11.0,1.8,9.0,35.0,3,3,599.35,232.7,-0.3999999999999999,-2.0,0.9999999999999998,5.0,12.0,12.0,6.0,9.0,1.2,1.8,366.65000000000003,0.0,7.0,6.199999999999999,3.4,0.40000000000000013
E0,2020-11-21,12:30,Newcastle,Chelsea,0,2,A,0,1,A,C Pawson,8,14,1,3,11,12,7,4,2,0,0,0,2020,1.4,7.0,1.8,9.0,7.4,37.0,3.4,17.0,1.6,8.0,1.4,7.0,44.0,2.8,14.0,0.8,4.0,13.6,68.0,6.0,30.0,0.8,4.0,2.2,11.0,66.0,3,3,228.45,880.1,-0.4000000000000001,-2.0,2.0,10.0,11.0,15.0,7.0,11.0,1.4,2.2,651.6500000000001,4.0,12.0,6.199999999999999,2.6,0.8
E0,2020-11-21,15:00,Aston Villa,Brighton,1,2,A,0,1,A,M Oliver,15,7,4,3,5,18,12,3,2,1,0,1,2020,2.8,14.0,1.8,9.0,14.8,74.0,7.0,35.0,1.6,8.0,1.8,9.0,35.0,1.0,5.0,1.6,8.0,12.2,61.0,2.8,14.0,1.8,9.0,0.6,3.0,41.0,4,1,232.7,209.05,0.9999999999999998,5.0,-0.6000000000000001,-3.0,15.0,6.0,9.0,3.0,1.8,0.6,23.649999999999977,9.0,8.0,2.6000000000000014,4.2,0.19999999999999996
E0,2020-11-21,17:30,Tottenham,Man City,2,0,H,1,0,H,M Dean,4,22,2,5,13,19,0,10,2,2,0,0,2020,2.6,13.0,1.0,5.0,14.0,70.0,5.0,25.0,0.6,3.0,2.6,13.0,59.0,1.0,5.0,0.6,3.0,14.6,73.0,4.8,24.0,1.6,8.0,1.8,9.0,81.0,4,1,721.55,1060.0,1.6,8.0,0.4,2.0,17.0,12.0,13.0,9.0,2.6,1.8,338.45000000000005,5.0,6.0,0.5999999999999996,0.20000000000000018,1.0
E0,2020-11-21,20:00,Man United,West Brom,1,0,H,0,0,D,D Coote,17,7,7,2,12,17,8,2,1,1,0,0,2020,1.6,8.0,1.8,9.0,13.6,68.0,5.4,27.0,2.6,13.0,1.4,7.0,66.0,0.2,1.0,1.2,6.0,9.8,49.0,2.8,14.0,1.2,6.0,0.4,2.0,,0,0,758.1,69.0,-0.1999999999999999,-1.0,-1.0,-5.0,10.0,3.0,7.0,2.0,1.4,0.4,689.1,7.0,4.0,3.799999999999999,2.6000000000000005,1.4000000000000001
E0,2020-11-22,12:00,Fullham,Everton,2,3,A,1,3,A,A Madley,14,9,6,7,14,10,2,5,2,0,0,0,2020,0.8,4.0,1.0,5.0,13.4,67.0,4.0,20.0,2.0,10.0,0.8,4.0,,1.6,8.0,2.2,11.0,10.0,50.0,3.6,18.0,3.4,17.0,0.8,4.0,49.0,0,0,,411.05,-0.1999999999999999,-1.0,-0.6000000000000001,-3.0,4.0,13.0,4.0,4.0,0.8,0.8,,9.0,2.0,3.4000000000000004,0.3999999999999999,1.4
E0,2020-11-22,14:00,Sheffield United,West Ham,0,1,A,0,0,D,M Atkinson,9,15,5,3,7,6,2,6,0,0,0,0,2020,0.8,4.0,2.0,10.0,8.0,40.0,2.8,14.0,1.2,6.0,0.2,1.0,54.0,1.8,9.0,1.2,6.0,10.6,53.0,4.4,22.0,2.4,12.0,1.6,8.0,39.0,4,1,137.95,295.15,-1.2,-6.0,0.6000000000000001,3.0,1.0,11.0,1.0,8.0,0.2,1.6,157.2,10.0,9.0,2.5999999999999996,1.6000000000000005,1.2
E0,2020-11-22,16:30,Leeds United,Arsenal,0,0,D,0,0,D,A Taylor,25,9,4,2,9,8,5,3,3,0,0,1,2020,1.2,6.0,2.0,10.0,14.4,72.0,5.0,25.0,1.8,9.0,0.8,4.0,,0.6,3.0,1.2,6.0,9.8,49.0,3.2,16.0,1.4,7.0,1.2,6.0,56.0,0,0,128.05,599.35,-0.8,-4.0,-0.6,-3.0,10.0,12.0,4.0,6.0,0.8,1.2,471.3,2.0,1.0,4.6,1.7999999999999998,0.40000000000000013
E0,2020-11-22,19:15,Liverpool,Leicester City,3,0,H,2,0,H,C Kavanagh,24,11,13,4,15,6,10,3,0,2,0,0,2020,1.8,9.0,2.4,12.0,14.4,72.0,5.8,29.0,0.8,4.0,1.6,8.0,99.0,1.2,6.0,1.0,5.0,8.2,41.0,3.6,18.0,2.8,14.0,1.8,9.0,62.0,6,0,1030.0,420.3,-0.5999999999999999,-3.0,0.1999999999999999,1.0,17.0,18.0,8.0,9.0,1.6,1.8,609.7,1.0,4.0,6.200000000000001,2.1999999999999997,1.9999999999999998
